pathway_id	pathway_name	sample_id	condition	abundance_rna	abundance_dna	log2fc	p_value	padj	direction
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	25.1629753368	2107.1923005109797	-1.3504167392326318	0.2914996246536183	0.5025550622312621	down
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	66.8718945723	1416.4189386593598	-0.47187972374917136	0.5541127348793902	0.6660008832684978	ns
PWY0-862	(5Z)-dodecenoate biosynthesis I	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	274.81524201973997	-3.911911158734486	0.31659005888433456	0.5025550622312621	down
PWY1F-FLAVSYN	flavonoid biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	5.7803468208	61.00281452751	1.1084035926172755	0.373900966300059	0.5025550622312621	up
PWY1ZNC-1	assimilatory sulfate reduction IV	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	61.5930711412	1677.4875059069	-0.5365119503723288	0.5630806678864779	0.6703341284362833	down
PWY3O-4107	NAD salvage pathway V (PNC V cycle)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	584.36256521473	-1.8426215527714547	0.19153669294298073	0.5025550622312621	down
PWY490-3	nitrate reduction VI (assimilatory)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	40.0489805159	1452.45674784197	-0.6821918583309403	0.5739247757682526	0.6800056584931904	down
PWY66-367	ketogenesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	20.7452866418	545.75612359773	-0.41678294976589536	0.810637787361888	0.8470597904053634	ns
PWY66-389	phytol degradation	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	106.32883695049999	3287.7871234758895	-0.10275092451381203	0.8961291122173556	0.9144174614462812	ns
PWY66-391	fatty acid &beta;-oxidation VI (mammalian peroxisome)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	39.3167839859	734.03346081047	0.9743399357398101	0.26394121403863946	0.5025550622312621	up
PWY66-399	gluconeogenesis III	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	1045.5883522156498	-2.3196135372829536	0.2704006138979615	0.5025550622312621	down
PWY66-409	superpathway of purine nucleotide salvage	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	956.32200343497	-4.442841110837537	0.373900966300059	0.5025550622312621	down
PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	398.13413736945006	-0.3942939776393192	0.8131773987891489	0.8470597904053634	ns
PYRIDNUCSYN-PWY	NAD de novo biosynthesis I (from aspartate)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	789.1211423408901	-0.955166857843084	0.6495105219908457	0.7341376939474497	down
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	623.7457237933601	-3.7644248073021847	0.08770674142571666	0.5025550622312621	down
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	855.4917086334501	-0.9992675311360247	0.6351545251698572	0.7283882169379096	down
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	217.33250391323	-3.4479480065717993	0.2894176526499077	0.5025550622312621	down
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	64.526754997	1845.53559249611	-0.6140742515791251	0.2898720063802913	0.5025550622312621	down
SO4ASSIM-PWY	assimilatory sulfate reduction I	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	61.5930711412	1677.4875059069	-0.5365119503723288	0.5630806678864779	0.6703341284362833	down
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	2.57380825668	-3.263324873925273	0.373900966300059	0.5025550622312621	down
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	42.0396888125	965.9035320753501	-0.9768512945933191	0.3471860076368226	0.5025550622312621	down
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	912.0461999216399	-2.231895142229871	0.30539849536254904	0.5025550622312621	down
TCA	TCA cycle I (prokaryotic)	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	1613.82495858823	-1.8642518313857555	0.22931240769449188	0.5025550622312621	down
THRESYN-PWY	superpathway of L-threonine biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	22.607641157600003	1753.0774259920702	-1.6078617782470155	0.2465772462843089	0.5025550622312621	down
TRNA-CHARGING-PWY	tRNA charging	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	1540.58825042332	-4.47550630650753	0.23174390559937896	0.5025550622312621	down
TRPSYN-PWY	L-tryptophan biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	24.7156704967	2193.42212692448	-3.41248603008383	0.1514993402672751	0.5025550622312621	down
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	1505.61348724965	-2.4897618839080287	0.373900966300059	0.5025550622312621	down
URSIN-PWY	ureide biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	0.0	219.05520738715003	-1.7442299580160947	0.373900966300059	0.5025550622312621	down
VALSYN-PWY	L-valine biosynthesis	AD_S1_2017_T2_R1_RNA_paired_combined_Abundance	wet	120.0828382914	2856.09646843368	-0.256854262069358	0.655876586293477	0.7341376939474497	ns
1CMET2-PWY	folate transformations III (E. coli)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1408.3981377844198	-1.3492485637682166	0.36601362040001917	0.5025550622312621	down
ANAEROFRUCAT-PWY	homolactic fermentation	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	15.078242348699998	1137.43761380912	-2.322321630492529	0.4502803652033935	0.5714217832530374	down
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	20.2471018628	1818.05240383346	-3.1670119656635425	0.16814989801540434	0.5025550622312621	down
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	86.19570050443	-2.4611735611206775	0.373900966300059	0.5025550622312621	down
ARGININE-SYN4-PWY	L-ornithine biosynthesis II	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	519.0322634245799	-1.0767447807169221	0.373900966300059	0.5025550622312621	down
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1825.71603775744	-1.9513312036160095	0.2695072512050009	0.5025550622312621	down
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1719.1373428046602	-4.458808579966654	0.16797841270792532	0.5025550622312621	down
ARO-PWY	chorismate biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	29.9115436302	1483.4794307087602	-1.800214630272242	0.04764605695088509	0.5025550622312621	down
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	418.38424380613	-2.8247427112640615	0.2039475575457002	0.5025550622312621	down
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	95.5111162556	2772.7797758157303	-0.25370545516325643	0.6920070942618324	0.762122350508626	ns
CALVIN-PWY	Calvin-Benson-Bassham cycle	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	11.4699519316	1136.1206170177798	-2.430594817608508	0.1555323741515823	0.5025550622312621	down
CENTFERM-PWY	pyruvate fermentation to butanoate	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	904.25753031834	-4.410605202867076	0.11517784718537732	0.5025550622312621	down
CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	204.97909711321	-4.078103768294707	0.24266992385613778	0.5025550622312621	down
CITRULBIO-PWY	L-citrulline biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	707.73708012581	-2.546300734699524	0.13651219901527956	0.5025550622312621	down
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	43.860862724200004	1136.02759015774	-0.4171176789982627	0.6975464978247256	0.7630712728049273	ns
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	54.967258326599996	1372.0404738503498	-0.16633943351213654	0.7907203094757745	0.8305885603737128	ns
COLANSYN-PWY	colanic acid building blocks biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	572.7346162232	-4.091293936877633	0.23149352657374034	0.5025550622312621	down
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	31.4242572383	1479.60800095227	-1.5295498045766385	0.22542396243783272	0.5025550622312621	down
DAPLYSINESYN-PWY	L-lysine biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1050.3463860885502	-2.7531392918600406	0.3739009663000589	0.5025550622312621	down
DTDPRHAMSYN-PWY	dTDP-&beta;-L-rhamnose biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1113.70865180056	-3.809418499794388	0.09976617866337001	0.5025550622312621	down
FAO-PWY	fatty acid &beta;-oxidation I (generic)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1906.34738925538	-1.0281313548750577	0.6307962963595826	0.726723843732238	down
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	278.79477968484	-1.7154913928443278	0.373900966300059	0.5025550622312621	down
FERMENTATION-PWY	mixed acid fermentation	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1580.57899810369	-1.0575378681247913	0.44027507329387344	0.5703044990853283	down
GLUCONEO-PWY	gluconeogenesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	19.866048398	1617.55394459668	-1.761874118550172	0.2428293139182543	0.5025550622312621	down
GLUTORN-PWY	L-ornithine biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	17.0140742564	1523.4700413279	-0.9340950460264565	0.49000309481224114	0.6018862204236534	down
GLYCOCAT-PWY	glycogen degradation I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	450.96673409235	-3.6360403434306012	0.2105724684313966	0.5025550622312621	down
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	908.96202245768	-1.4825648716849313	0.18693454403517623	0.5025550622312621	down
GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	987.7316693436402	-3.4304023205823846	0.373900966300059	0.5025550622312621	down
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1135.88680734632	-4.270167029935687	0.373900966300059	0.5025550622312621	down
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	19.4700968044	1510.3275073664201	-2.979632622393318	0.16757092399414303	0.5025550622312621	down
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	97.82666228574	3.1286889774059428	0.09044552321550253	0.5025550622312621	up
HEME-BIOSYNTHESIS-II-1	heme b biosynthesis V (aerobic)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	8.7025291157	736.48132281706	-3.295157522706315	0.2462189700356687	0.5025550622312621	down
HEME-BIOSYNTHESIS-II	heme b biosynthesis I (aerobic)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	17.072440003900002	896.7480404776601	-2.7842462245542796	0.2696474636299653	0.5025550622312621	down
HISDEG-PWY	L-histidine degradation I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1066.0862685034	-0.7153781697454118	0.5952403409463262	0.701172714542565	down
HISTSYN-PWY	L-histidine biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	11.7770887196	1691.02385346907	-2.0040345950246556	0.38735157395651737	0.5150951781336667	down
HSERMETANA-PWY	L-methionine biosynthesis III	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	55.0414132636	2222.6533974297004	-0.2854149560721236	0.7166745628260182	0.7789940900282806	ns
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	94.0530379857	2719.32928466683	-0.21528134619379483	0.744819777530666	0.7957476255669508	ns
NONMEVIPP-PWY	methylerythritol phosphate pathway I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	871.8938694594599	-2.8686743801269947	0.13726462050376756	0.5025550622312621	down
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	7.758786220499999	507.10649952503	-1.7518380898697916	0.044580790778077535	0.5025550622312621	down
ORNDEG-PWY	superpathway of ornithine degradation	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	35.382907942399996		0.5952943593236331	0.6494704362534103	0.7341376939474497	up
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	35.4289785899	1207.6127793445698	-0.4340674727586848	0.6003273517801764	0.7013169997431967	ns
P108-PWY	pyruvate fermentation to propanoate I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	847.8375848257799	-1.8754745730328815	0.39669041592909365	0.524722772392981	down
P124-PWY	Bifidobacterium shunt	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	217.48309478244	-3.437001346220277	0.373900966300059	0.5025550622312621	down
P161-PWY	acetylene degradation (anaerobic)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	549.76641538205	-1.3935132336953613	0.20489571587500327	0.5025550622312621	down
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	352.77591730015	-4.068045978179151	0.258242450212998	0.5025550622312621	down
P23-PWY	reductive TCA cycle I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1194.31505764695	-1.9574821888362621	0.24021801864785947	0.5025550622312621	down
P42-PWY	incomplete reductive TCA cycle	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	58.1760008497	1913.5619658149499	0.07659667653065097	0.9119896860791477	0.923066483885777	ns
PANTO-PWY	phosphopantothenate biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	10.2238664925	1059.29295232443	-0.6295503517200065	0.4868869148540103	0.6018862204236534	down
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	18.072703415	1023.1461699786502	-0.6251286737313639	0.5348651112295647	0.6459723565574453	down
PENTOSE-P-PWY	pentose phosphate pathway	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	8.1557008405	530.72126098695	-3.078554823327702	0.04349958221183999	0.5025550622312621	down
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	541.56566595044	-3.89933763759185	0.25845741195720967	0.5025550622312621	down
PHOTOALL-PWY	oxygenic photosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	14.1048745166	429.57753133305994	-2.7155320260941025	0.04174540747540766	0.5025550622312621	down
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	45.63049952773	-2.0757455278309416	0.373900966300059	0.5025550622312621	down
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	40.9182293223	2208.5650729385698	-0.32673178195454894	0.7514477157495393	0.7994124635633397	ns
PPGPPMET-PWY	ppGpp metabolism	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	22.2506364349	394.2350282977201	-1.5148020548463257	0.2633646390367941	0.5025550622312621	down
PWY-101	photosynthesis light reactions	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	78.9519467654	1211.66730514141	-2.7168721845355526	0.0012307614066263137	0.30769035165657843	down
PWY-1042	glycolysis IV	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	38.5432696304	1514.77207607922	-1.7418322324436826	0.3309343931944942	0.5025550622312621	down
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	52.82385248004	-1.3009248347824616	0.373900966300059	0.5025550622312621	down
PWY-1422	vitamin E biosynthesis (tocopherols)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	65.68688626916001	-2.991717918417441	0.373900966300059	0.5025550622312621	down
PWY-181	photorespiration	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	156.83377645886003	-3.69159046935827	0.3739009663000589	0.5025550622312621	down
PWY-2201	folate transformations I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	855.7646134266499	-2.1978745626862617	0.4591438840832199	0.5739298551040248	down
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	16.1796799037	2252.65598129527	-2.052829915478932	0.30364901791586263	0.5025550622312621	down
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	26.345286474979996	1.509328207353572	0.373900966300059	0.5025550622312621	up
PWY-2941	L-lysine biosynthesis II	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	10.1757356673	1025.8162687879599	-2.444197299057672	0.43604345744129985	0.5677649185433592	down
PWY-3001	superpathway of L-isoleucine biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	2042.9742814950102	-1.4706821836404453	0.27031210064859484	0.5025550622312621	down
PWY-3781	aerobic respiration I (cytochrome c)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	173.1990218686	677.3409965254	-1.6604282014083585	0.15227756878845702	0.5025550622312621	down
PWY-3841	folate transformations II (plants)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	2049.2101777339603	-1.4161721427631824	0.2532686720230167	0.5025550622312621	down
PWY-4984	urea cycle	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1608.71046273654	-1.7405628173043821	0.2616745593298147	0.5025550622312621	down
PWY-5097	L-lysine biosynthesis VI	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1088.56857532793	-3.385911944628034	0.19797636371105734	0.5025550622312621	down
PWY-5101	L-isoleucine biosynthesis II	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	725.07407633805	-4.106513793383642	0.2650187524249891	0.5025550622312621	down
PWY-5103	L-isoleucine biosynthesis III	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	83.7980947778	2538.3897573566	-0.24205146955940787	0.7247165052098601	0.7843252220885931	ns
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	989.95276675935	-2.347467080058398	0.27619905157065816	0.5025550622312621	down
PWY-5130	2-oxobutanoate degradation I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1325.46489026089	-0.9070167574553254	0.5973991527902653	0.701172714542565	down
PWY-5136	fatty acid &beta;-oxidation II (plant peroxisome)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	34.3440273006	3063.50997830108	0.06390844970406581	0.9522826608549088	0.9561070892117558	ns
PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1245.07995746405	-0.7454230853000194	0.6989732858893134	0.7630712728049273	down
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1637.7287717251	-3.4227936302300073	0.08461710924172944	0.5025550622312621	down
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	8.2861670221	1866.6410249012101	-2.3597514564307187	0.10090812576823752	0.5025550622312621	down
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1077.51149788441	-2.7877666758090642	0.373900966300059	0.5025550622312621	down
PWY-5207	coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	53.9241472466	1873.3217530112402	-0.04548003831573773	0.9618303695545036	0.9618303695545036	ns
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1219.2774696296099	-2.4928068556813425	0.17795284161586733	0.5025550622312621	down
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1163.44577980005	-2.6671176863945734	0.373900966300059	0.5025550622312621	down
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1678.69012398335	-5.178373282028669	0.20334140020762725	0.5025550622312621	down
PWY-5484	glycolysis II (from fructose 6-phosphate)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	14.309218296	1317.6648426759898	-3.0234866016901507	0.2854515001667858	0.5025550622312621	down
PWY-5505	L-glutamate and L-glutamine biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	41.000152093000004	1110.2929854591498	-0.20218524467585228	0.8350580938435443	0.8662428359372867	ns
PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	783.1522632044699	-2.4323853681350873	0.373900966300059	0.5025550622312621	down
PWY-5659	GDP-mannose biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	6.3741942402	457.05121661878	-3.7245698772456537	0.15754404434642708	0.5025550622312621	down
PWY-5667	CDP-diacylglycerol biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	487.3930132265	-4.658281265589909	0.3093098016321017	0.5025550622312621	down
PWY-5675	nitrate reduction V (assimilatory)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	396.11569917834	-2.7192703602186303	0.19032423723073727	0.5025550622312621	down
PWY-5686	UMP biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	25.499965521	2211.59491341073	-1.5161978720363338	0.2945408532310081	0.5025550622312621	down
PWY-5690	TCA cycle II (plants and fungi)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1812.7703215167999	-0.987424163974055	0.4161984090624624	0.5447623155267832	down
PWY-5695	inosine 5'-phosphate degradation	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	17.4872073722	3055.01114294429	-2.1402260305773084	0.19663787247781	0.5025550622312621	down
PWY-5723	Rubisco shunt	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	12.612047372000001	532.5438854203501	-1.9320294833035623	0.028511208434338933	0.5025550622312621	down
PWY-5864	superpathway of plastoquinol biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	77.5910331003	-2.578852185999633	0.373900966300059	0.5025550622312621	down
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1380.2332437865302	-2.039607472007672	0.373900966300059	0.5025550622312621	down
PWY-5913	partial TCA cycle (obligate autotrophs)	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1867.37585282619	-2.0003857317506735	0.21246491658204417	0.5025550622312621	down
PWY-5918	superpathway of heme b biosynthesis from glutamate	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	9.422186491	1206.85288866064	-2.5338867944242045	0.3070649614614526	0.5025550622312621	down
PWY-5920	superpathway of heme b biosynthesis from glycine	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	877.0319612549199	-3.3522644256949676	0.373900966300059	0.5025550622312621	down
PWY-5941	glycogen degradation II	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	379.85121794349004	-2.3369164097521424	0.320863242566214	0.5025550622312621	down
PWY-5973	cis-vaccenate biosynthesis	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	318.70531407679	-2.4575751864343833	0.373900966300059	0.5025550622312621	down
PWY-5981	CDP-diacylglycerol biosynthesis III	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	504.11011327385006	-4.9986216456859935	0.17044539550651058	0.5025550622312621	down
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	58.0904881754	2364.64410946454	-0.8778336174484137	0.32483396297011785	0.5025550622312621	down
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	64.3710459021	2498.68549437053	-1.0723950454739013	0.2022192352229139	0.5025550622312621	down
PWY-6123	inosine-5'-phosphate biosynthesis I	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1614.2668889970603	-4.221863509112419	0.373900966300059	0.5025550622312621	down
PWY-6124	inosine-5'-phosphate biosynthesis II	AD_S1_2017_T2_R2_RNA_paired_combined_Abundance	wet	0.0	1605.81712317658	-4.810454733258141	0.373900966300059	0.5025550622312621	down
